Tweet_ID;Tweet_Text;Aspek;Sentimen;Alasan
125;"ada apa ya dengan pr(public relation)-nya pemimpin ini. sepertinya ketika kasih pendapat untuk hal yang di kritik suka menggunakan logika dan nalar yang tipis. yang soal pajak di bilang kita tidak punya hati kalau tidak setuju karena tidak kasih makan anak"" sekolah, deforestasi yang [con.";GOVERNMENT_POLICY;Negatif;Mengkritik strategi public relations dan logika tipis dalam merespons kritik
126;sawit itu bagus. tapi cukup-cukuplah pak. tingkatkan kualitas, tidak perlu deforestasi lagii;ENVIRONMENTAL_IMPACT;Negatif;Mengakui manfaat sawit tetapi menolak ekspansi yang menyebabkan deforestasi
127;pemerintah ngomong doang mau diversifikasi pangan realitanya hutan dibabat terus, pernyataan gausah takut deforestasi ditambah lagi ini 20 juta ha setara 2x luas pulau jawa, memang sudah gaketolong anjir ini negara pemimpinnya gaada yang bener stresss;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik kontradiksi antara retorika diversifikasi pangan dengan realitas deforestasi
128;menteri esdm bahlil lahadalia pantau aktivitas gunung api se-indonesia, pastikan keamanan tahun baru 2025 bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia;GOVERNMENT_POLICY;Netral;Melaporkan aktivitas menteri ESDM memantau gunung api untuk keamanan
129;mulai 2025, listrik rumah tangga dapat diskon 50 persen dari kementerian esdm;ENERGY_ACCESS;Positif;Melaporkan kebijakan diskon listrik rumah tangga dari ESDM
130;terjadi erupsi g. ibu pada hari rabu, 01 januari 2025, pukul 21:30 wit tinggi kolom abu teramati ± 400 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 57 detik. via [user];OTHER;Netral;Laporan erupsi gunung berapi secara teknis
131;terjadi erupsi g. lewotobi laki-laki pada hari rabu, 01 januari 2025, pukul 21:26 wita tinggi kolom abu teramati ± 600 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 2.9 mm dan durasi 119 detik. via [user];OTHER;Netral;Laporan erupsi gunung berapi secara teknis
132;terjadi erupsi g. ibu pada hari rabu, 01 januari 2025, pukul 19:58 wit tinggi kolom abu teramati ± 3000 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 112 detik. via [user];OTHER;Netral;Laporan erupsi gunung berapi secara teknis
133;terjadi erupsi g. semeru pada hari rabu, 01 januari 2025, pukul 18:37 wib. erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 145 detik. via [user];OTHER;Netral;Laporan erupsi gunung berapi secara teknis
134;terjadi erupsi g. semeru pada hari rabu, 01 januari 2025, pukul 18:27 wib. erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 129 detik. via [user];OTHER;Netral;Laporan erupsi gunung berapi secara teknis
135;terjadi erupsi g. semeru pada hari rabu, 01 januari 2025, pukul 16:41 wib. erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 139 detik. via [user];OTHER;Netral;Laporan erupsi gunung berapi secara teknis
136;terjadi erupsi g. ibu pada hari rabu, 01 januari 2025, pukul 16:34 wit tinggi kolom abu teramati ± 500 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 56 detik. via [user];OTHER;Netral;Laporan erupsi gunung berapi secara teknis
137;terjadi erupsi g. ibu pada hari rabu, 01 januari 2025, pukul 15:22 wit tinggi kolom abu teramati ± 500 m di atas puncak. erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 43 detik. via [user];OTHER;Netral;Laporan erupsi gunung berapi secara teknis
138;terjadi erupsi g. ibu pada hari rabu, 01 januari 2025, pukul 14:09 wit. erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 78 detik. via [user];OTHER;Netral;Laporan erupsi gunung berapi secara teknis
139;hingga november 2024, penyaluran gas bumi pgn mencapai hampir 860 bbtud, memastikan energi bersih menjangkau seluruh negeri. __ bersama pgn, mari wujudkan masa depan yang lebih hijau dan sejahtera. __ bumnuntukindonesia gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Melaporkan pencapaian distribusi gas bumi PGN dengan visi masa depan hijau
140;selamat tahun baru 2025 mari, bersama keluarga besar pltu jawa 7 sambut tahun baru dengan semangat dan harapan yang baru, melanjutkan komitmen memberikan kontribusi terbaik untuk pengembangan energi bersih ramah lingkungan yang berkelanjutan di tanah air. tahunbaru2025;ENERGY_TECHNOLOGY;Positif;Ucapan tahun baru dengan komitmen energi bersih dari PLTU
141;as orang yang otaknya dijejali perkebunan dan kehutanan, permasalahan deforestasi yang dianggap sepele ini, yang dg mudahnya cm mau diganti kelapa sawit, demi sudah kata gw pernyataannya 💩 banget;ENVIRONMENTAL_IMPACT;Negatif;Kritik dari perspektif ahli kehutanan terhadap penyepelean deforestasi
142;ya at least kl sdm rakyatnya jauuhh di bawah yaa presidennya jangan begitu juga 😭 pas liat kemarin dia pidato bilang banyakin kebun sawit jangan takut deforestasi soalnya pohon sawit juga pohon gue nangis 😭😭;ENVIRONMENTAL_IMPACT;Negatif;Mengekspresikan kesedihan terhadap logika presiden tentang sawit dan deforestasi
143;transisi energi;ENERGY_TECHNOLOGY;Netral;Menyebutkan topik transisi energi tanpa konteks
144;dia kembali membuktikan kebenaran penilaian 11/100 dari anies. memahami hutan sbg sebuah habitat makhluk hidup dg kebun industri saja tdk bisa. semakin banyak pidato semakin srimulat !;ENVIRONMENTAL_IMPACT;Negatif;Merujuk nilai 11/100 dan mengkritik ketidakmampuan membedakan hutan dengan kebun industri
145;selalu suka baca opini dan pendapat temen temen kampus tentang isu carbon, deforestasi, dan sawit yang lagi rame ini. bener bener banyak prespektif;ENVIRONMENTAL_IMPACT;Netral;Observasi netral tentang diskusi akademik mengenai isu karbon dan deforestasi
146;padahal, kelapa sawit jadi komoditas yang merusak lingkungan, penyebab kerusakan unsur hara dalam tanah, boros air, serta penyebab deforestasi dan karhutla. hutan bukan hanya daun, tapi ekosistem kompleks. statement pengusaha kelapa sawit, tambang, batu bara, dan perkebunan:;ENVIRONMENTAL_IMPACT;Negatif;Menjelaskan dampak negatif komprehensif sawit terhadap lingkungan
147;menyala deforestasi negeriku 👏🏼🔥;ENVIRONMENTAL_IMPACT;Negatif;Sarkasme terhadap deforestasi di Indonesia
148;selamat datang di tahun baru, peluang baru, dan energi baru 💫 selamat merayakan tahun 2025 untuk seluruh hifriends di luar sana! terima kasih atas segala dukungan untuk indosat hifi selama ini, mari kita buat 2025 jadi lebih baik 🙌🏼🥳 indosathifi happynewyear 2025;OTHER;Positif;Ucapan tahun baru dari brand dengan tema energi baru
149;langkah konkret pemerintah menerapkan energi baru terbarukan untuk rakyat indonesia ketahananenergi;ENERGY_TECHNOLOGY;Positif;Mengapresiasi langkah pemerintah dalam energi terbarukan
150;potensi pengembangan energi baru terbarukan (ebt) di indonesia sangat besar meskipun saat ini kebutuhan energi nasional masih didominasi oleh bahan bakar fosil ketahananenergi;ENERGY_TECHNOLOGY;Positif;Menyoroti potensi besar EBT Indonesia
151;mohon maaf, sekadar mengingatkan. fungsi hutan lebih luas dari hanya menyerap karbon dioksida. sebagai negara dengan biodiversitas tertinggi, keberadaan hutan sangatlah penting. deforestasi adalah momok🙏;ENVIRONMENTAL_IMPACT;Negatif;Mengingatkan fungsi hutan yang kompleks dan menyebut deforestasi sebagai momok
152;dukung energi terbarukan, keltan ngalau harimau tanam dan budidayakan ribuan bibit kaliandra -;ENERGY_TECHNOLOGY;Positif;Mendukung energi terbarukan melalui penanaman bibit kaliandra
153;data satelit tunjukkan deforestasi di tn tesso nilo masih berlanjut via [user];ENVIRONMENTAL_IMPACT;Negatif;Melaporkan data satelit tentang deforestasi yang berlanjut di Taman Nasional
154;pln ajak stakeholder pakai energi terbarukan ketahananenergi;ENERGY_TECHNOLOGY;Positif;Melaporkan ajakan PLN untuk menggunakan energi terbarukan
155;bela jokowi, bahlil klaim jadi penggagas presiden 3 periode: penundaan pilpres, menurut bahlil lahadalia, muncul sebagai respon terhadap kondisi ekonomi indonesia yang masih belum sepenuhnya stabil pasca-pandemi covid-19. dalam pernyataannya… trenasia;GOVERNMENT_POLICY;Netral;Melaporkan klaim Bahlil tentang penundaan pilpres secara faktual
156;nanem singkong di tanah jadinya jagung di polibag, peduli apa soal deforestasi?;ENVIRONMENTAL_IMPACT;Negatif;Sindiran tentang ketidakpedulian terhadap deforestasi
157;"""tidak ada deforestasi"" 💔💔💔";ENVIRONMENTAL_IMPACT;Negatif;Mengekspresikan kesedihan terhadap penyangkalan deforestasi
158;pecaaaat dimiskinkan hukum 50 thn penjara eks dirjen esdm didakwa terlibat korupsi timah rp300 triliun;GOVERNMENT_POLICY;Negatif;Melaporkan kasus korupsi mantan Dirjen ESDM
159;ngeliat berita2 di tl bikin habis energi. entah soal ppn 12%, deforestasi, rezim yang masyaallah. rasanya worry banget 2025 ini. ditambah di rumah ada manusia pembela tu rezim. kedepannya gek mau bagaimana ini😭😭😭😭;ENVIRONMENTAL_IMPACT;Negatif;Mengekspresikan kekhawatiran mendalam tentang berbagai isu termasuk deforestasi
160;sawit penyebab deforestasi di indonesia sawit,deforestation,forestschool,raintree,indonesiatanpakorupsi,climateaction, climateforeducation cc:[user],[user],[user],[user],[user],[user],[user],[user],[user];ENVIRONMENTAL_IMPACT;Negatif;Menyatakan sawit sebagai penyebab deforestasi dengan hashtag aktivisme
161;kok ono presiden seng ngolehi deforestasi i, wong luar yo males invest nng indo lek ono jejak deforestasi ngunu;ENVIRONMENTAL_IMPACT;Negatif;Menggunakan bahasa Jawa untuk mengkritik presiden yang mendukung deforestasi
162;„pak prabowo menyebut ketum bahlil lahadalia sebagai kader paripurna, patriotis, dan konsisten mengimplementasikan ide-idenya. itu pengakuan seorang presiden, seorang alumni partai golkar, wakil ketua umum dpp partai golkar;GOVERNMENT_POLICY;Netral;Melaporkan pujian presiden terhadap seorang menteri
163;""" tidak usah takut deforestasi """;ENVIRONMENTAL_IMPACT;Negatif;Mengutip pernyataan kontroversial tentang deforestasi
164;hoi perabowo president kontol anjing. ini bahlil lahadalia anak anjing ini 300 milyar lebih maling uang rakyat kok bicara kau tidak pernah untuk menyentuh bahlil anak anjing ini. perabowo kontol anjing satu keluarga kau pun maling monyet kau china anjing uang sy pun kau curi;GOVERNMENT_POLICY;Negatif;Serangan personal sangat kasar terhadap presiden dan menteri
165;gimana ya kalau massive climate change yang kaya di the day after tomorrow beneran terjadi;ENVIRONMENTAL_IMPACT;Negatif;Kekhawatiran tentang skenario climate change ekstrem
166;sepanjang 2024, tekad juang itu nyata di setiap jengkal nusantara. semangat psi terus menggeliat, perjuangkan aspirasi rakyat 💪🌹 terima kasih untuk semua pelajaran, tantangan, dan kemenangan, tapi perjuangan belum selesai. sis dan bro, yuk siapkan energi baru, bikin…;OTHER;Positif;Refleksi partai politik dengan tema energi baru
167;nnti kalau indonesia makinn panas jangan ngeluh ya guyss soalnya salahnya sendiri milih presidennn yang malah dukung deforestasi 🙏🏻🙏🏻🙏🏻🙏🏻;ENVIRONMENTAL_IMPACT;Negatif;Memperingatkan konsekuensi memilih pemimpin yang mendukung deforestasi
168;uang palsu, deforestasi, ppn 12%, presiden asbun, wapres beler, dll. buset, banyak bener masalahnya ni negara. pindah mars saja pindah mars;ENVIRONMENTAL_IMPACT;Negatif;Menyebutkan deforestasi dalam daftar masalah negara
169;"ya kan memang, biasanya hanya asbun omon omon. sawit penyebab tinggal deforestasi saja dia tidak peduli. blio itu bukan kroni oligarchs, tapi bagian dari oligarchs sendiri. mana peduli, yang penting pidato ""patriot""";ENVIRONMENTAL_IMPACT;Negatif;Mengkritik ketidakpedulian terhadap deforestasi dan mengaitkan dengan oligarki
170;mau bikin ini buat nre;OTHER;Netral;Tweet tidak jelas tanpa konteks yang relevan
171;awal yang baru hadir dengan peluang dan impian. dengan energi yang baru, mari kita wujudkan perubahan dan jalani setiap langkah dengan semangat berkelanjutan. selamat tahun baru 2025! 🎆 kobarkan energi baru, nyalakan semangat, dan jalani tahun ini dengan penuh...;OTHER;Positif;Ucapan motivasi tahun baru dengan tema energi baru
172;seluruh dunia melarang deforestasi,kalau dunia tidak ada yang mau belinsawit indonesia,maundiapaian itu sawit? deforestasi bukan hanya soal oksigen pak,kayaknya orang2 bapak akalnya tidak ngerti soal deforestasi. [user] [user];ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan menjelaskan dampak ekonomi larangan deforestasi internasional
173;"teknologi ramah lingkungan: 🌍 ""teknologi juga bisa menyelamatkan bumi. dari kendaraan listrik hingga energi terbarukan, langkah kecil kita hari ini bisa jadi perubahan besar esok."" ⚡🌱";ENERGY_TECHNOLOGY;Positif;Mempromosikan teknologi ramah lingkungan dan energi terbarukan
174;to warga twitter yang dihormati dan dikasihi, boleh ke tolong isi this google form berkaitan climate change yang terjadi di malaysia, saya daripada pihak pelajar jurusan marine science ingin memohon responden terima kasih 👍🏻;ENVIRONMENTAL_IMPACT;Netral;Permintaan mengisi survei tentang climate change untuk penelitian akademik
175;hello, 2025! hari pertama tahun ini diisi dengan harapan baru, energi baru, dan semangat untuk melangkah lebih jauh. apa pun yang terjadi tahun lalu, sekarang waktunya memulai cerita baru. let's make this year unforgettable! ✨;OTHER;Positif;Ucapan optimis tahun baru dengan tema energi baru
176;mengawali 2025 dengan menerima opini jelek dari 02 voters tentang snapgram gw terkait statement ri 1 tentang deforestasi & kelapa sawit kemaren🤡;ENVIRONMENTAL_IMPACT;Negatif;Mengekspresikan frustrasi menerima kritik dari pendukung tentang isu deforestasi
177;"""keseriusan kemenhut menjaga kelestarian hutan"" tapi presiden lu bilangnya babat hutan bukan deforestasi soalnya sawit juga pohon.";ENVIRONMENTAL_IMPACT;Negatif;Mengkritik kontradiksi antara misi Kemenhut dengan pernyataan presiden
178;dukuuuuunh segera...darurat;OTHER;Netral;Tweet ambigu tanpa konteks jelas
179;cape banget baru awal tahun tertampar fakta pajak naik, pemerintahan isinya orang tolol, polisi pembunuh, korup dimana2, sawit dibilang bukan deforestasi... berdosa itukah kita sampai di titik ini 😭😭;ENVIRONMENTAL_IMPACT;Negatif;Mengekspresikan kelelahan dengan berbagai masalah termasuk isu deforestasi sawit
180;dukung langkah konkret presiden prabowo menerapkan energi baru terbarukan untuk rakyat indonesia ketahananenergi;ENERGY_TECHNOLOGY;Positif;Mendukung kebijakan energi terbarukan presiden
181;deforestasi itu penggundulan hutan yang lahannya dialihgunakan untuk hal lain termasuk perkebunan. iya bener sawit juga pohon, tapi apa bisa sawit jadi tempat tinggal/sumber pakan dari satwa yang hutannya dihabisi? yang tinggal di indonesia tidak hanya manusia. astagfirullah.;ENVIRONMENTAL_IMPACT;Negatif;Memberikan definisi deforestasi dan menjelaskan dampaknya terhadap satwa
182;kalau memang tidak mikirin tidak bkl terjadi deforestasi, tolong pikirin jg bagaimana ekosistem di hutan yang bakal kalian babat itu!;ENVIRONMENTAL_IMPACT;Negatif;Meminta pertimbangan dampak deforestasi terhadap ekosistem hutan
183;ㅤ tahun baru sudah dibuat emosi oleh pernyataan penguasa perihal rencana penambahan perkebunan sawit. tidak usah takut deforestasi katanya, kan sawit ada daunnya. astaga. ㅤ;ENVIRONMENTAL_IMPACT;Negatif;Mengekspresikan emosi terhadap pernyataan tentang deforestasi di awal tahun
184;"seolah jadi pengganti ppn yang batal naik. ""ga usah takut deforestasi hutan. kl gagal naikin ppn tambah lagi area hutan yang dibabat""";ENVIRONMENTAL_IMPACT;Negatif;Mengkritik deforestasi sebagai kompensasi kegagalan menaikkan PPN
185;langkah konkret pemerintah menerapkan energi baru terbarukan untuk rakyat indonesia happy new year selamat tahun baru 2025 mengawali 2025 semoga 2025 bismillah 2025 ahok anies balik pratama arhan dipecat occrp resolusi 2025 hepi dirumah new york bakar ppnbm ppn 12% rajab;ENERGY_TECHNOLOGY;Positif;Mendukung langkah pemerintah dalam energi terbarukan dengan hashtag campaign
186;presiden prabowo subianto menegaskan bahwa indonesia perlu meningkatkan penanaman kelapa sawit tanpa takut akan tuduhan deforestasi. kuatbaca kuatbacacom kelapasawit sawit greenpeace perkebunan ekspor;GOVERNMENT_POLICY;Netral;Melaporkan pernyataan resmi presiden tentang sawit dan deforestasi
187;bahlil lahadalia bantah 3 periode jabatan presiden ide jokowi: yang ngomong pertama itu saya! partaigolkar golkarindonesia bahlillahadalia golkarpedia golkarsolid via [user];GOVERNMENT_POLICY;Netral;Melaporkan bantahan Bahlil tentang ide 3 periode presiden
188;etdah hutan mah satu kesatuan ekosistem ya anjir, masio kelapa sawit nduwe godonggg tetep ae deforestasi. keanekaragaman pohon, serangga bawah tanah, aerial dll tentu beda broook yaampun;ENVIRONMENTAL_IMPACT;Negatif;Menjelaskan hutan sebagai ekosistem dengan bahasa campuran Jawa-Indonesia
189;sering kali diskusi soal climate change atau deforestasi didampingi dengan makanan gorengan;ENVIRONMENTAL_IMPACT;Netral;Observasi humor tentang kontras diskusi lingkungan dengan makanan tidak sehat
190;yang terekam selama 2024 oleh ekspedisi indonesia baru. dugaan kecurangan struktural di pemilu 2024, deforestasi, perampasan lahan, meditasi, hingga ragam budaya di nusantara. selamat tahun baru 2025. ada apa lagi? tunggu film dan serial ekspedisi indonesia baru lainnya ya!…;ENVIRONMENTAL_IMPACT;Negatif;Menyebutkan deforestasi dalam daftar isu yang didokumentasikan tahun 2024
